transaction_id,transaction_date,store_id,customer_id,category,channel,quantity,unit_price,discount_pct,net_amount,cogs
T0008979,2024-09-03,ST02,C01874,Kids Wear,Exhibition Stall,1,983.42,0.137,848.69,500.73
T0008980,2024-09-03,ST02,C01131,Kids Wear,Walk-in,2,961.13,0.0,1922.26,1134.13
T0008981,2024-09-03,ST02,C00127,Accessories,WhatsApp Order,1,546.46,0.0,546.46,295.09
T0008982,2024-09-03,ST02,C01151,Accessories,Walk-in,1,886.6,0.0,886.6,478.76
T0008983,2024-09-03,ST02,C00619,Accessories,WhatsApp Order,1,581.69,0.0,581.69,314.11
T0008984,2024-09-03,ST02,C00076,Accessories,Walk-in,1,327.98,0.0,327.98,177.11
T0008985,2024-09-03,ST02,C00211,Accessories,Walk-in,1,326.71,0.0,326.71,176.42
T0008986,2024-09-03,ST02,C00672,Accessories,Online,1,235.93,0.0,235.93,127.4
T0008987,2024-09-04,ST01,C00449,Silk Saree,Walk-in,1,19484.73,0.0,19484.73,14808.39
T0008988,2024-09-04,ST01,C00567,Silk Saree,Walk-in,1,14506.24,0.0,14506.24,11024.74
T0008989,2024-09-04,ST01,C02556,Fancy Saree,Online,1,5825.12,0.0,5825.12,3844.58
T0008990,2024-09-04,ST01,C02079,Fancy Saree,Walk-in,2,2831.45,0.0,5662.91,3737.52
T0008991,2024-09-04,ST01,C01654,Fancy Saree,Walk-in,1,3391.04,0.0,3391.04,2238.09
T0008992,2024-09-04,ST01,C00714,Fancy Saree,Exhibition Stall,1,4900.43,0.0,4900.43,3234.28
T0008993,2024-09-04,ST01,C01273,Fancy Saree,Exhibition Stall,1,3256.82,0.17,2703.16,1784.09
T0008994,2024-09-04,ST01,C00942,Fancy Saree,Walk-in,1,1417.5,0.0,1417.5,935.55
T0008995,2024-09-04,ST01,C00784,Fancy Saree,Exhibition Stall,1,3888.86,0.144,3328.87,2197.05
T0008996,2024-09-04,ST01,C02409,Fancy Saree,Online,1,1902.76,0.0,1902.76,1255.82
T0008997,2024-09-04,ST01,C00769,Fancy Saree,Walk-in,1,3063.14,0.0,3063.14,2021.67
T0008998,2024-09-04,ST01,C02478,Fancy Saree,Walk-in,1,3474.21,0.0,3474.21,2292.98
T0008999,2024-09-04,ST01,C02219,Fancy Saree,WhatsApp Order,1,4548.89,0.0,4548.89,3002.27
T0009000,2024-09-04,ST01,C00554,Cotton Saree,Walk-in,1,1259.47,0.0,1259.47,869.03
T0009001,2024-09-04,ST01,C01060,Cotton Saree,WhatsApp Order,1,822.76,0.0,822.76,567.7
T0009002,2024-09-04,ST01,C01471,Cotton Saree,Walk-in,1,1604.52,0.0,1604.52,1107.12
T0009003,2024-09-04,ST01,C02334,Cotton Saree,Walk-in,1,1304.71,0.0,1304.71,900.25
T0009004,2024-09-04,ST01,C01813,Cotton Saree,Walk-in,1,2158.07,0.0,2158.07,1489.07
T0009005,2024-09-04,ST01,C02142,Cotton Saree,Walk-in,1,1598.67,0.0,1598.67,1103.08
T0009006,2024-09-04,ST01,C01989,Cotton Saree,Online,1,1541.8,0.0,1541.8,1063.84
T0009007,2024-09-04,ST01,C02015,Cotton Saree,WhatsApp Order,1,1583.41,0.0,1583.41,1092.55
T0009008,2024-09-04,ST01,C01823,Readymade,Walk-in,1,3106.8,0.0,3106.8,1926.22
T0009009,2024-09-04,ST01,C02501,Readymade,Exhibition Stall,1,2578.03,0.163,2157.81,1337.84
T0009010,2024-09-04,ST01,C01202,Readymade,WhatsApp Order,2,2613.81,0.0,5227.61,3241.12
T0009011,2024-09-04,ST01,C00658,Readymade,Walk-in,1,1687.88,0.0,1687.88,1046.49
T0009012,2024-09-04,ST01,C01574,Readymade,Walk-in,3,3481.98,0.0,10445.94,6476.48
T0009013,2024-09-04,ST01,C01017,Readymade,Walk-in,1,1723.34,0.0,1723.34,1068.47
T0009014,2024-09-04,ST01,C01671,Kids Wear,Walk-in,1,859.42,0.0,859.42,507.06
T0009015,2024-09-04,ST01,C00604,Kids Wear,WhatsApp Order,3,1089.24,0.0,3267.73,1927.96
T0009016,2024-09-04,ST01,C00010,Accessories,Walk-in,1,235.47,0.0,235.47,127.15
T0009017,2024-09-04,ST01,C01643,Accessories,Walk-in,1,372.97,0.0,372.97,201.4
T0009018,2024-09-04,ST01,C00795,Accessories,Walk-in,1,617.68,0.0,617.68,333.55
T0009019,2024-09-04,ST02,C01823,Silk Saree,WhatsApp Order,1,14182.96,0.0,14182.96,10779.05
T0009020,2024-09-04,ST02,C01086,Silk Saree,Walk-in,1,14013.0,0.0,14013.0,10649.88
T0009021,2024-09-04,ST02,C01889,Silk Saree,Walk-in,1,20437.81,0.0,20437.81,15532.74
T0009022,2024-09-04,ST02,C00575,Silk Saree,Exhibition Stall,1,21841.88,0.059,20553.21,15620.44
T0009023,2024-09-04,ST02,C01762,Silk Saree,Walk-in,2,11904.68,0.0,23809.35,18095.11
T0009024,2024-09-04,ST02,C00530,Silk Saree,Online,1,12131.2,0.0,12131.2,9219.71
T0009025,2024-09-04,ST02,C02161,Fancy Saree,Exhibition Stall,1,4602.79,0.0,4602.79,3037.84
T0009026,2024-09-04,ST02,C00299,Fancy Saree,Walk-in,1,1866.37,0.0,1866.37,1231.8
T0009027,2024-09-04,ST02,C01311,Fancy Saree,WhatsApp Order,1,1907.0,0.0,1907.0,1258.62
T0009028,2024-09-04,ST02,C02280,Fancy Saree,Exhibition Stall,2,3222.8,0.0,6445.59,4254.09
T0009029,2024-09-04,ST02,C01134,Fancy Saree,Walk-in,1,1990.35,0.0,1990.35,1313.63
T0009030,2024-09-04,ST02,C01054,Cotton Saree,WhatsApp Order,1,1281.6,0.0,1281.6,884.3
T0009031,2024-09-04,ST02,C00234,Cotton Saree,Walk-in,1,1142.22,0.0,1142.22,788.13
T0009032,2024-09-04,ST02,C00965,Cotton Saree,Exhibition Stall,1,1346.39,0.12,1184.82,817.53
T0009033,2024-09-04,ST02,C01203,Cotton Saree,Walk-in,1,1202.0,0.0,1202.0,829.38
T0009034,2024-09-04,ST02,C00385,Cotton Saree,Walk-in,1,1410.78,0.0,1410.78,973.44
T0009035,2024-09-04,ST02,C01096,Cotton Saree,Walk-in,1,1271.06,0.0,1271.06,877.03
T0009036,2024-09-04,ST02,C01605,Cotton Saree,Walk-in,1,1870.01,0.0,1870.01,1290.31
T0009037,2024-09-04,ST02,C01605,Cotton Saree,Walk-in,1,1504.63,0.0,1504.63,1038.19
T0009038,2024-09-04,ST02,C00377,Readymade,Walk-in,1,1577.07,0.0,1577.07,977.78
T0009039,2024-09-04,ST02,C00451,Readymade,Walk-in,1,2547.09,0.0,2547.09,1579.2
T0009040,2024-09-04,ST02,C01774,Readymade,Walk-in,1,1948.74,0.0,1948.74,1208.22
T0009041,2024-09-04,ST02,C00972,Readymade,WhatsApp Order,1,2808.18,0.0,2808.18,1741.07
T0009042,2024-09-04,ST02,C02313,Kids Wear,Exhibition Stall,1,1081.71,0.0,1081.71,638.21
T0009043,2024-09-04,ST02,C00188,Kids Wear,WhatsApp Order,1,441.0,0.0,441.0,260.19
T0009044,2024-09-04,ST02,C01139,Accessories,Walk-in,1,581.44,0.0,581.44,313.98
T0009045,2024-09-04,ST02,C00382,Accessories,Exhibition Stall,1,454.69,0.082,417.41,225.4
T0009046,2024-09-04,ST02,C01946,Accessories,Walk-in,1,434.74,0.0,434.74,234.76
T0009047,2024-09-04,ST02,C01429,Accessories,Walk-in,1,223.16,0.0,223.16,120.51
T0009048,2024-09-04,ST02,C01767,Accessories,Exhibition Stall,1,578.37,0.0,578.37,312.32
T0009049,2024-09-05,ST01,C02545,Silk Saree,Exhibition Stall,1,12816.32,0.0,12816.32,9740.4
T0009050,2024-09-05,ST01,C01350,Silk Saree,Online,1,14590.54,0.0,14590.54,11088.81
T0009051,2024-09-05,ST01,C00339,Silk Saree,Walk-in,1,9588.08,0.0,9588.08,7286.94
T0009052,2024-09-05,ST01,C02407,Silk Saree,WhatsApp Order,1,15615.62,0.0,15615.62,11867.87
T0009053,2024-09-05,ST01,C00900,Silk Saree,WhatsApp Order,1,7442.77,0.0,7442.77,5656.51
T0009054,2024-09-05,ST01,C00799,Silk Saree,Exhibition Stall,2,10453.78,0.112,18565.91,14110.09
T0009055,2024-09-05,ST01,C01889,Silk Saree,Exhibition Stall,1,16926.17,0.141,14539.58,11050.08
T0009056,2024-09-05,ST01,C00249,Fancy Saree,Walk-in,1,4078.46,0.0,4078.46,2691.78
T0009057,2024-09-05,ST01,C01318,Fancy Saree,Walk-in,2,3588.05,0.0,7176.11,4736.23
T0009058,2024-09-05,ST01,C00164,Fancy Saree,Online,1,2353.54,0.0,2353.54,1553.34
T0009059,2024-09-05,ST01,C01514,Fancy Saree,Walk-in,2,2429.08,0.0,4858.15,3206.38
T0009060,2024-09-05,ST01,C02212,Fancy Saree,Exhibition Stall,1,1694.5,0.0,1694.5,1118.37
T0009061,2024-09-05,ST01,C00098,Cotton Saree,Walk-in,2,2135.7,0.0,4271.4,2947.27
T0009062,2024-09-05,ST01,C00455,Cotton Saree,Exhibition Stall,1,749.25,0.0,749.25,516.98
T0009063,2024-09-05,ST01,C01497,Cotton Saree,Exhibition Stall,1,1859.62,0.0,1859.62,1283.14
T0009064,2024-09-05,ST01,C01295,Cotton Saree,Walk-in,1,1803.61,0.0,1803.61,1244.49
T0009065,2024-09-05,ST01,C00888,Cotton Saree,Exhibition Stall,1,1102.0,0.078,1016.04,701.07
T0009066,2024-09-05,ST01,C02579,Cotton Saree,WhatsApp Order,1,1512.18,0.0,1512.18,1043.4
T0009067,2024-09-05,ST01,C01908,Cotton Saree,Walk-in,1,1000.21,0.0,1000.21,690.14
T0009068,2024-09-05,ST01,C01141,Cotton Saree,Exhibition Stall,1,1293.79,0.0,1293.79,892.72
T0009069,2024-09-05,ST01,C01549,Cotton Saree,Exhibition Stall,3,1158.59,0.0,3475.77,2398.28
T0009070,2024-09-05,ST01,C02546,Cotton Saree,Walk-in,1,1697.88,0.0,1697.88,1171.54
T0009071,2024-09-05,ST01,C00287,Readymade,Exhibition Stall,1,1295.72,0.135,1120.8,694.9
T0009072,2024-09-05,ST01,C00847,Readymade,WhatsApp Order,3,3143.12,0.0,9429.36,5846.2
T0009073,2024-09-05,ST01,C01679,Readymade,Exhibition Stall,1,1347.76,0.0,1347.76,835.61
T0009074,2024-09-05,ST01,C01254,Readymade,Walk-in,1,2839.95,0.0,2839.95,1760.77
T0009075,2024-09-05,ST01,C02471,Readymade,Walk-in,2,2245.9,0.0,4491.81,2784.92
T0009076,2024-09-05,ST01,C00953,Readymade,Walk-in,1,2758.49,0.0,2758.49,1710.26
T0009077,2024-09-05,ST01,C02232,Readymade,WhatsApp Order,1,1930.71,0.0,1930.71,1197.04
T0009078,2024-09-05,ST01,C00260,Kids Wear,Walk-in,1,646.55,0.0,646.55,381.46
T0009079,2024-09-05,ST01,C00340,Kids Wear,Walk-in,1,963.07,0.0,963.07,568.21
T0009080,2024-09-05,ST01,C00753,Kids Wear,Walk-in,1,1099.97,0.0,1099.97,648.98
T0009081,2024-09-05,ST01,C01607,Kids Wear,Walk-in,1,1004.13,0.0,1004.13,592.44
T0009082,2024-09-05,ST01,C01837,Kids Wear,Exhibition Stall,1,823.76,0.0,823.76,486.02
T0009083,2024-09-05,ST01,C01798,Accessories,Walk-in,1,489.08,0.0,489.08,264.1
T0009084,2024-09-05,ST01,C01136,Accessories,Walk-in,1,269.8,0.0,269.8,145.69
T0009085,2024-09-05,ST01,C01376,Accessories,Walk-in,1,585.96,0.0,585.96,316.42
T0009086,2024-09-05,ST01,C01231,Accessories,Online,1,454.96,0.0,454.96,245.68
T0009087,2024-09-05,ST01,C02369,Accessories,WhatsApp Order,1,461.32,0.0,461.32,249.11
T0009088,2024-09-05,ST01,C00320,Accessories,Walk-in,1,447.34,0.0,447.34,241.56
T0009089,2024-09-05,ST01,C01041,Accessories,Walk-in,1,696.47,0.0,696.47,376.09
T0009090,2024-09-05,ST02,C02552,Silk Saree,Walk-in,1,11084.71,0.0,11084.71,8424.38
T0009091,2024-09-05,ST02,C01584,Silk Saree,Exhibition Stall,1,7107.07,0.064,6652.22,5055.69
T0009092,2024-09-05,ST02,C02182,Silk Saree,Online,2,14363.11,0.0,28726.21,21831.92
T0009093,2024-09-05,ST02,C01306,Fancy Saree,Walk-in,1,3950.76,0.0,3950.76,2607.5
T0009094,2024-09-05,ST02,C02545,Fancy Saree,Walk-in,1,3196.5,0.0,3196.5,2109.69
T0009095,2024-09-05,ST02,C02509,Fancy Saree,Walk-in,1,2769.17,0.0,2769.17,1827.65
T0009096,2024-09-05,ST02,C02411,Fancy Saree,Walk-in,1,3496.68,0.0,3496.68,2307.81
T0009097,2024-09-05,ST02,C02565,Fancy Saree,Online,1,2538.13,0.0,2538.13,1675.17
T0009098,2024-09-05,ST02,C02115,Fancy Saree,Walk-in,1,2427.62,0.0,2427.62,1602.23
T0009099,2024-09-05,ST02,C01397,Fancy Saree,Walk-in,1,1731.81,0.0,1731.81,1142.99
T0009100,2024-09-05,ST02,C00081,Cotton Saree,Walk-in,1,1529.95,0.0,1529.95,1055.67
T0009101,2024-09-05,ST02,C02467,Cotton Saree,Walk-in,1,1394.4,0.0,1394.4,962.14
T0009102,2024-09-05,ST02,C01888,Cotton Saree,Walk-in,1,2001.14,0.0,2001.14,1380.79
T0009103,2024-09-05,ST02,C00819,Cotton Saree,Walk-in,1,1446.18,0.0,1446.18,997.86
T0009104,2024-09-05,ST02,C02217,Cotton Saree,WhatsApp Order,1,1815.73,0.0,1815.73,1252.85
T0009105,2024-09-05,ST02,C01886,Readymade,Walk-in,1,1858.11,0.0,1858.11,1152.03
T0009106,2024-09-05,ST02,C01075,Readymade,Exhibition Stall,2,2116.39,0.0,4232.77,2624.32
T0009107,2024-09-05,ST02,C02253,Kids Wear,Exhibition Stall,1,1006.34,0.0,1006.34,593.74
T0009108,2024-09-05,ST02,C01386,Kids Wear,Online,1,1245.27,0.0,1245.27,734.71
T0009109,2024-09-05,ST02,C00164,Kids Wear,Exhibition Stall,1,749.19,0.0,749.19,442.02
T0009110,2024-09-05,ST02,C00918,Kids Wear,Walk-in,1,1084.48,0.0,1084.48,639.84
T0009111,2024-09-05,ST02,C02295,Accessories,WhatsApp Order,1,339.1,0.0,339.1,183.11
T0009112,2024-09-05,ST02,C01502,Accessories,Walk-in,1,430.9,0.0,430.9,232.69
T0009113,2024-09-06,ST01,C00101,Silk Saree,Online,2,15536.54,0.0,31073.08,23615.54
T0009114,2024-09-06,ST01,C00245,Fancy Saree,Exhibition Stall,3,4041.51,0.0,12124.54,8002.2
T0009115,2024-09-06,ST01,C02510,Fancy Saree,Walk-in,3,3315.95,0.0,9947.86,6565.59
T0009116,2024-09-06,ST01,C00288,Fancy Saree,Exhibition Stall,3,3351.24,0.0,10053.73,6635.46
T0009117,2024-09-06,ST01,C00415,Fancy Saree,Exhibition Stall,1,2120.1,0.0,2120.1,1399.27
T0009118,2024-09-06,ST01,C00768,Fancy Saree,Walk-in,1,1417.5,0.0,1417.5,935.55
T0009119,2024-09-06,ST01,C02374,Cotton Saree,Walk-in,1,1466.22,0.0,1466.22,1011.69
T0009120,2024-09-06,ST01,C02095,Cotton Saree,Walk-in,1,1363.92,0.0,1363.92,941.1
T0009121,2024-09-06,ST01,C01644,Cotton Saree,Walk-in,1,1597.59,0.0,1597.59,1102.34
T0009122,2024-09-06,ST01,C00426,Cotton Saree,Walk-in,1,1391.89,0.0,1391.89,960.4
T0009123,2024-09-06,ST01,C00860,Cotton Saree,Walk-in,1,1060.58,0.0,1060.58,731.8
T0009124,2024-09-06,ST01,C01642,Cotton Saree,WhatsApp Order,1,1549.17,0.0,1549.17,1068.93
T0009125,2024-09-06,ST01,C01850,Cotton Saree,WhatsApp Order,1,1496.67,0.0,1496.67,1032.7
T0009126,2024-09-06,ST01,C02256,Cotton Saree,Walk-in,1,1170.11,0.0,1170.11,807.38
T0009127,2024-09-06,ST01,C01151,Cotton Saree,Walk-in,1,830.51,0.0,830.51,573.05
T0009128,2024-09-06,ST01,C02386,Readymade,WhatsApp Order,1,2577.54,0.0,2577.54,1598.07
T0009129,2024-09-06,ST01,C01457,Readymade,Walk-in,1,1012.5,0.0,1012.5,627.75
T0009130,2024-09-06,ST01,C00953,Readymade,Walk-in,2,1828.95,0.0,3657.9,2267.9
T0009131,2024-09-06,ST01,C01289,Readymade,Exhibition Stall,1,3402.97,0.177,2800.64,1736.4
T0009132,2024-09-06,ST01,C01233,Readymade,Walk-in,1,2975.66,0.0,2975.66,1844.91
T0009133,2024-09-06,ST01,C01236,Readymade,Exhibition Stall,1,2942.01,0.092,2671.34,1656.23
T0009134,2024-09-06,ST01,C02581,Readymade,Online,1,4702.42,0.0,4702.42,2915.5
T0009135,2024-09-06,ST01,C00930,Readymade,Exhibition Stall,1,2144.57,0.0,2144.57,1329.63
T0009136,2024-09-06,ST01,C00336,Readymade,Walk-in,1,1661.87,0.0,1661.87,1030.36
T0009137,2024-09-06,ST01,C01185,Readymade,WhatsApp Order,1,1012.5,0.0,1012.5,627.75
T0009138,2024-09-06,ST01,C01354,Readymade,Walk-in,2,1579.57,0.0,3159.14,1958.67
T0009139,2024-09-06,ST01,C02454,Kids Wear,Walk-in,1,1031.96,0.0,1031.96,608.86
T0009140,2024-09-06,ST01,C01952,Kids Wear,Walk-in,1,1184.41,0.0,1184.41,698.8
T0009141,2024-09-06,ST01,C01716,Kids Wear,Walk-in,1,758.21,0.0,758.21,447.34
T0009142,2024-09-06,ST01,C02360,Kids Wear,Exhibition Stall,3,1071.06,0.0,3213.19,1895.78
T0009143,2024-09-06,ST01,C00239,Kids Wear,Walk-in,2,920.02,0.0,1840.05,1085.63
T0009144,2024-09-06,ST01,C00910,Kids Wear,Exhibition Stall,1,1305.79,0.085,1194.8,704.93
T0009145,2024-09-06,ST01,C01290,Kids Wear,WhatsApp Order,1,1203.49,0.0,1203.49,710.06
T0009146,2024-09-06,ST01,C02238,Kids Wear,WhatsApp Order,1,441.0,0.0,441.0,260.19
T0009147,2024-09-06,ST01,C00778,Accessories,Online,1,327.5,0.0,327.5,176.85
T0009148,2024-09-06,ST01,C01076,Accessories,Exhibition Stall,1,480.07,0.178,394.62,213.09
T0009149,2024-09-06,ST01,C01986,Accessories,Walk-in,1,308.42,0.0,308.42,166.55
T0009150,2024-09-06,ST01,C02513,Accessories,Online,1,546.36,0.0,546.36,295.03
T0009151,2024-09-06,ST02,C00461,Silk Saree,Walk-in,1,16272.76,0.0,16272.76,12367.3
T0009152,2024-09-06,ST02,C01030,Fancy Saree,Walk-in,1,2333.29,0.0,2333.29,1539.97
T0009153,2024-09-06,ST02,C02186,Fancy Saree,WhatsApp Order,1,3222.12,0.0,3222.12,2126.6
T0009154,2024-09-06,ST02,C02359,Fancy Saree,Exhibition Stall,1,3476.95,0.0,3476.95,2294.79
T0009155,2024-09-06,ST02,C02536,Fancy Saree,WhatsApp Order,1,2084.22,0.0,2084.22,1375.59
T0009156,2024-09-06,ST02,C00102,Fancy Saree,Exhibition Stall,1,1417.5,0.0,1417.5,935.55
T0009157,2024-09-06,ST02,C01209,Fancy Saree,Exhibition Stall,1,4280.36,0.156,3612.63,2384.34
T0009158,2024-09-06,ST02,C00898,Fancy Saree,Walk-in,1,1417.5,0.0,1417.5,935.55
T0009159,2024-09-06,ST02,C02135,Cotton Saree,Walk-in,1,945.93,0.0,945.93,652.69
T0009160,2024-09-06,ST02,C01873,Cotton Saree,Walk-in,1,1623.18,0.0,1623.18,1119.99
T0009161,2024-09-06,ST02,C01134,Cotton Saree,Walk-in,1,2233.73,0.0,2233.73,1541.27
T0009162,2024-09-06,ST02,C00534,Cotton Saree,Exhibition Stall,1,1104.84,0.157,931.38,642.65
T0009163,2024-09-06,ST02,C00236,Cotton Saree,Exhibition Stall,1,1528.12,0.0,1528.12,1054.4
T0009164,2024-09-06,ST02,C00912,Cotton Saree,Walk-in,1,1046.87,0.0,1046.87,722.34
T0009165,2024-09-06,ST02,C01247,Cotton Saree,Walk-in,1,787.84,0.0,787.84,543.61
T0009166,2024-09-06,ST02,C00803,Readymade,Online,1,2347.37,0.0,2347.37,1455.37
T0009167,2024-09-06,ST02,C02078,Kids Wear,Exhibition Stall,2,441.0,0.0,882.0,520.38
T0009168,2024-09-06,ST02,C00091,Kids Wear,Walk-in,3,648.56,0.0,1945.67,1147.95
T0009169,2024-09-06,ST02,C01999,Kids Wear,Walk-in,2,906.1,0.0,1812.2,1069.2
T0009170,2024-09-06,ST02,C01471,Kids Wear,Walk-in,1,831.89,0.0,831.89,490.82
T0009171,2024-09-06,ST02,C02581,Accessories,Exhibition Stall,1,339.56,0.0,339.56,183.36
T0009172,2024-09-06,ST02,C00125,Accessories,Online,1,386.3,0.0,386.3,208.6
T0009173,2024-09-06,ST02,C00301,Accessories,Walk-in,1,457.13,0.0,457.13,246.85
T0009174,2024-09-06,ST02,C00772,Accessories,Exhibition Stall,1,479.6,0.0,479.6,258.98
T0009175,2024-09-06,ST02,C01582,Accessories,Exhibition Stall,1,333.59,0.0,333.59,180.14
T0009176,2024-09-06,ST02,C02066,Accessories,Exhibition Stall,3,403.01,0.086,1105.07,596.74
T0009177,2024-09-06,ST02,C01378,Accessories,Exhibition Stall,1,288.77,0.0,288.77,155.94
T0009178,2024-09-06,ST02,C02372,Accessories,WhatsApp Order,1,334.76,0.0,334.76,180.77
T0009179,2024-09-06,ST02,C00992,Accessories,Walk-in,3,191.43,0.0,574.3,310.12
T0009180,2024-09-06,ST02,C00921,Accessories,WhatsApp Order,1,247.55,0.0,247.55,133.68
T0009181,2024-09-06,ST02,C00772,Accessories,Exhibition Stall,1,215.58,0.0,215.58,116.41
T0009182,2024-09-06,ST02,C00988,Accessories,Walk-in,1,357.32,0.0,357.32,192.95
T0009183,2024-09-06,ST02,C00386,Accessories,Walk-in,1,633.63,0.0,633.63,342.16
T0009184,2024-09-07,ST01,C02376,Silk Saree,Online,1,7128.33,0.0,7128.33,5417.53
T0009185,2024-09-07,ST01,C01556,Silk Saree,Walk-in,1,14616.04,0.0,14616.04,11108.19
T0009186,2024-09-07,ST01,C01624,Silk Saree,Exhibition Stall,1,10917.28,0.0,10917.28,8297.13
T0009187,2024-09-07,ST01,C01968,Silk Saree,Walk-in,3,19291.41,0.0,57874.23,43984.41
T0009188,2024-09-07,ST01,C01932,Silk Saree,Walk-in,1,16238.89,0.0,16238.89,12341.56
T0009189,2024-09-07,ST01,C02594,Fancy Saree,Walk-in,1,3279.3,0.0,3279.3,2164.34
T0009190,2024-09-07,ST01,C01787,Fancy Saree,Walk-in,1,4891.98,0.0,4891.98,3228.71
T0009191,2024-09-07,ST01,C01038,Fancy Saree,Walk-in,1,4362.01,0.0,4362.01,2878.93
T0009192,2024-09-07,ST01,C00110,Fancy Saree,Exhibition Stall,3,3342.2,0.163,8392.26,5538.89
T0009193,2024-09-07,ST01,C02119,Fancy Saree,Exhibition Stall,1,3499.0,0.126,3058.13,2018.37
T0009194,2024-09-07,ST01,C01138,Fancy Saree,Walk-in,1,3282.25,0.0,3282.25,2166.28
T0009195,2024-09-07,ST01,C02243,Fancy Saree,Online,1,2096.17,0.0,2096.17,1383.47
T0009196,2024-09-07,ST01,C00312,Fancy Saree,Walk-in,1,3048.7,0.0,3048.7,2012.14
T0009197,2024-09-07,ST01,C01694,Fancy Saree,Walk-in,1,3382.17,0.0,3382.17,2232.23
T0009198,2024-09-07,ST01,C01311,Fancy Saree,WhatsApp Order,1,3597.02,0.0,3597.02,2374.03
T0009199,2024-09-07,ST01,C01451,Fancy Saree,Walk-in,3,3315.99,0.0,9947.98,6565.67
T0009200,2024-09-07,ST01,C01800,Fancy Saree,Walk-in,1,4731.12,0.0,4731.12,3122.54
T0009201,2024-09-07,ST01,C02336,Fancy Saree,Walk-in,1,3856.62,0.0,3856.62,2545.37
T0009202,2024-09-07,ST01,C00801,Fancy Saree,Exhibition Stall,1,2524.45,0.085,2309.87,1524.51
T0009203,2024-09-07,ST01,C02390,Fancy Saree,Exhibition Stall,2,2238.44,0.0,4476.87,2954.73
T0009204,2024-09-07,ST01,C01462,Fancy Saree,Exhibition Stall,1,2652.13,0.0,2652.13,1750.41
T0009205,2024-09-07,ST01,C01505,Cotton Saree,Walk-in,1,2293.09,0.0,2293.09,1582.23
T0009206,2024-09-07,ST01,C01491,Cotton Saree,Walk-in,1,1260.17,0.0,1260.17,869.52
T0009207,2024-09-07,ST01,C02516,Cotton Saree,Walk-in,3,891.42,0.0,2674.26,1845.24
T0009208,2024-09-07,ST01,C01626,Cotton Saree,Exhibition Stall,1,1262.61,0.0,1262.61,871.2
T0009209,2024-09-07,ST01,C00664,Cotton Saree,WhatsApp Order,1,1578.91,0.0,1578.91,1089.45
T0009210,2024-09-07,ST01,C00029,Cotton Saree,Walk-in,1,1788.23,0.0,1788.23,1233.88
T0009211,2024-09-07,ST01,C01917,Cotton Saree,Walk-in,1,1378.31,0.0,1378.31,951.03
T0009212,2024-09-07,ST01,C01625,Cotton Saree,WhatsApp Order,1,2031.7,0.0,2031.7,1401.87
T0009213,2024-09-07,ST01,C01611,Cotton Saree,Walk-in,1,1683.27,0.0,1683.27,1161.46
T0009214,2024-09-07,ST01,C01734,Cotton Saree,Exhibition Stall,1,2066.66,0.137,1783.53,1230.64
T0009215,2024-09-07,ST01,C00565,Cotton Saree,Walk-in,1,1816.46,0.0,1816.46,1253.36
T0009216,2024-09-07,ST01,C02346,Cotton Saree,Walk-in,1,1901.61,0.0,1901.61,1312.11
T0009217,2024-09-07,ST01,C01154,Cotton Saree,Walk-in,1,1863.05,0.0,1863.05,1285.5
T0009218,2024-09-07,ST01,C00319,Cotton Saree,Walk-in,1,1260.55,0.0,1260.55,869.78
T0009219,2024-09-07,ST01,C01656,Cotton Saree,Exhibition Stall,1,652.5,0.0,652.5,450.22
T0009220,2024-09-07,ST01,C00077,Cotton Saree,Walk-in,1,2015.53,0.0,2015.53,1390.72
T0009221,2024-09-07,ST01,C00879,Readymade,Walk-in,3,2944.3,0.0,8832.9,5476.4
T0009222,2024-09-07,ST01,C00508,Readymade,Walk-in,1,3597.76,0.0,3597.76,2230.61
T0009223,2024-09-07,ST01,C02460,Readymade,Walk-in,1,3198.24,0.0,3198.24,1982.91
T0009224,2024-09-07,ST01,C02565,Readymade,Walk-in,3,2123.75,0.0,6371.26,3950.18
T0009225,2024-09-07,ST01,C01338,Readymade,Walk-in,1,2904.89,0.0,2904.89,1801.03
T0009226,2024-09-07,ST01,C01873,Readymade,Exhibition Stall,1,1736.36,0.074,1607.87,996.88
T0009227,2024-09-07,ST01,C00179,Readymade,WhatsApp Order,1,2032.79,0.0,2032.79,1260.33
T0009228,2024-09-07,ST01,C02016,Readymade,Exhibition Stall,1,3335.9,0.059,3139.08,1946.23
T0009229,2024-09-07,ST01,C00709,Readymade,Walk-in,3,1456.12,0.0,4368.36,2708.38
T0009230,2024-09-07,ST01,C00147,Readymade,Walk-in,1,1013.9,0.0,1013.9,628.62
T0009231,2024-09-07,ST01,C01692,Readymade,Exhibition Stall,1,1776.52,0.153,1504.71,932.92
T0009232,2024-09-07,ST01,C01322,Readymade,Exhibition Stall,1,2763.35,0.076,2553.33,1583.06
T0009233,2024-09-07,ST01,C00737,Kids Wear,Walk-in,1,1138.9,0.0,1138.9,671.95
T0009234,2024-09-07,ST01,C02484,Kids Wear,Walk-in,2,1292.19,0.0,2584.39,1524.79
T0009235,2024-09-07,ST01,C00122,Kids Wear,Walk-in,1,1334.18,0.0,1334.18,787.17
T0009236,2024-09-07,ST01,C01077,Kids Wear,Walk-in,1,1071.12,0.0,1071.12,631.96
T0009237,2024-09-07,ST01,C02176,Kids Wear,Walk-in,1,441.0,0.0,441.0,260.19
