customer_id,last_purchase,first_purchase,frequency,monetary,recency_days,tenure_days,avg_gap_days,expected_gap,overdue_ratio,R,F,M,rfm_score,avg_order_value,segment
C01189,2026-03-25,2024-04-13,25,87765.06,6,717,29.875,29.875,0.2,5,4,4,13,3510.6,Champions - protect
C02543,2025-12-14,2024-04-07,19,87715.93,107,723,40.166666666666664,40.166666666666664,2.66,1,2,4,7,4616.63,"High value, overdue - call them"
C01594,2026-03-29,2024-04-23,34,87672.33,2,707,21.424242424242426,21.424242424242426,0.09,5,5,4,14,2578.6,Champions - protect
C00160,2025-12-30,2024-04-24,27,87650.31999999999,91,706,27.153846153846153,27.153846153846153,3.35,1,5,4,10,3246.31,"High value, overdue - call them"
C02359,2026-03-29,2024-05-27,31,87557.82,2,673,22.433333333333334,22.433333333333334,0.09,5,5,4,14,2824.45,Champions - protect
C01929,2026-03-29,2024-04-12,21,87369.67,2,718,35.9,35.9,0.06,5,3,4,12,4160.46,"Big spender, low frequency - upsell events"
C00172,2026-03-22,2024-04-01,24,87338.56,9,729,31.695652173913043,31.695652173913043,0.28,4,4,4,12,3639.11,Champions - protect
C01260,2026-03-22,2024-04-26,29,87331.41,9,704,25.142857142857142,25.142857142857142,0.36,4,5,4,13,3011.43,Champions - protect
C00536,2026-03-29,2024-04-26,26,87277.55,2,704,28.16,28.16,0.07,5,5,4,14,3356.83,Champions - protect
C00204,2026-03-03,2024-05-05,29,87268.37,28,695,24.821428571428573,24.821428571428573,1.13,3,5,4,12,3009.25,"Big spender, low frequency - upsell events"
C01970,2026-03-14,2024-05-04,26,87233.56999999999,17,696,27.84,27.84,0.61,3,5,4,12,3355.14,"Big spender, low frequency - upsell events"
C01515,2026-03-06,2024-10-09,17,87204.29,25,538,33.625,33.625,0.74,3,1,4,8,5129.66,"Big spender, low frequency - upsell events"
C01044,2026-02-14,2024-04-29,24,87171.95999999999,45,701,30.47826086956522,30.47826086956522,1.48,2,4,4,10,3632.16,Loyal but slipping - reactivate
C01697,2026-03-15,2024-04-28,22,87113.86,16,702,33.42857142857143,33.42857142857143,0.48,4,3,4,11,3959.72,"Big spender, low frequency - upsell events"
C01852,2026-03-28,2024-05-29,20,87074.34,3,671,35.31578947368421,35.31578947368421,0.08,5,3,4,12,4353.72,"Big spender, low frequency - upsell events"
C01081,2026-01-15,2024-06-17,24,87058.72,75,652,28.347826086956523,28.347826086956523,2.65,1,4,4,9,3627.45,"High value, overdue - call them"
C01932,2026-03-03,2024-05-01,20,87006.65,28,699,36.78947368421053,36.78947368421053,0.76,3,3,4,10,4350.33,"Big spender, low frequency - upsell events"
C01129,2026-03-07,2024-06-09,20,86978.72,24,660,34.73684210526316,34.73684210526316,0.69,3,2,4,9,4348.94,"Big spender, low frequency - upsell events"
C00582,2026-03-16,2024-04-17,23,86965.9,15,713,32.40909090909091,32.40909090909091,0.46,4,4,4,12,3781.13,Champions - protect
C00150,2026-03-18,2024-05-16,21,86891.29,13,684,34.2,34.2,0.38,4,3,4,11,4137.68,"Big spender, low frequency - upsell events"
C00419,2026-01-14,2024-04-23,20,86861.73999999999,76,707,37.21052631578947,37.21052631578947,2.04,1,2,4,7,4343.09,"High value, overdue - call them"
C00388,2026-02-21,2024-04-28,21,86830.65,38,702,35.1,35.1,1.08,2,3,4,9,4134.79,"Big spender, low frequency - upsell events"
C01352,2026-03-11,2024-04-03,29,86813.34,20,727,25.964285714285715,25.964285714285715,0.77,3,5,4,12,2993.56,"Big spender, low frequency - upsell events"
C00727,2026-03-15,2024-04-08,25,86800.23,16,722,30.083333333333332,30.083333333333332,0.53,4,4,4,12,3472.01,Champions - protect
C01873,2026-03-17,2024-06-02,22,86796.54,14,667,31.761904761904763,31.761904761904763,0.44,4,3,4,11,3945.3,"Big spender, low frequency - upsell events"
C00251,2026-03-14,2024-04-06,21,86793.34,17,724,36.2,36.2,0.47,3,3,4,10,4133.02,"Big spender, low frequency - upsell events"
C02565,2026-02-15,2024-04-26,28,86773.35,44,704,26.074074074074073,26.074074074074073,1.69,2,5,4,11,3099.05,Loyal but slipping - reactivate
C02284,2026-03-26,2024-05-14,20,86766.77,5,686,36.10526315789474,36.10526315789474,0.14,5,3,4,12,4338.34,"Big spender, low frequency - upsell events"
C00056,2026-03-21,2024-04-28,29,86713.88,10,702,25.071428571428573,25.071428571428573,0.4,4,5,4,13,2990.13,Champions - protect
C01698,2026-03-25,2024-04-16,25,86703.18,6,714,29.75,29.75,0.2,5,4,4,13,3468.13,Champions - protect
C00956,2026-03-21,2024-04-16,21,86692.91,10,714,35.7,35.7,0.28,4,3,4,11,4128.23,"Big spender, low frequency - upsell events"
C01859,2026-03-24,2024-04-12,26,86641.81999999999,7,718,28.72,28.72,0.24,5,5,4,14,3332.38,Champions - protect
C02512,2025-12-07,2024-05-06,17,86611.92,114,694,43.375,43.375,2.63,1,1,4,6,5094.82,"High value, overdue - call them"
C02364,2026-01-15,2024-05-23,22,86543.25,75,677,32.23809523809524,32.23809523809524,2.33,1,4,4,9,3933.78,"High value, overdue - call them"
C00753,2026-02-26,2024-04-23,29,86495.76000000001,33,707,25.25,25.25,1.31,2,5,4,11,2982.61,Loyal but slipping - reactivate
C00862,2026-02-21,2024-05-01,21,86492.91,38,699,34.95,34.95,1.09,2,3,4,9,4118.71,"Big spender, low frequency - upsell events"
C00244,2025-10-23,2024-04-16,16,86432.16,159,714,47.6,47.6,3.34,1,1,4,6,5402.01,"High value, overdue - call them"
C00888,2026-03-03,2024-04-08,25,86423.19,28,722,30.083333333333332,30.083333333333332,0.93,3,4,4,11,3456.93,"Big spender, low frequency - upsell events"
C00698,2026-02-15,2024-04-10,30,86379.97,44,720,24.82758620689655,24.82758620689655,1.77,2,5,4,11,2879.33,Loyal but slipping - reactivate
C02402,2026-02-13,2024-04-14,24,86325.1,46,716,31.130434782608695,31.130434782608695,1.48,2,4,4,10,3596.88,Loyal but slipping - reactivate
C00348,2026-02-09,2024-04-01,25,86305.44,50,729,30.375,30.375,1.65,2,4,4,10,3452.22,Loyal but slipping - reactivate
C00092,2026-03-07,2024-04-04,27,86298.18,24,726,27.923076923076923,27.923076923076923,0.86,3,5,4,12,3196.23,"Big spender, low frequency - upsell events"
C00702,2025-11-15,2024-05-01,21,86262.76,136,699,34.95,34.95,3.89,1,3,4,8,4107.75,"High value, overdue - call them"
C01316,2026-01-24,2024-04-28,17,86241.57,66,702,43.875,43.875,1.5,1,1,4,6,5073.03,"Big spender, low frequency - upsell events"
C00558,2026-02-20,2024-04-07,14,86228.34,39,723,55.61538461538461,55.61538461538461,0.7,2,1,4,7,6159.17,"Big spender, low frequency - upsell events"
C00453,2026-03-01,2024-04-11,27,86200.04000000001,30,719,27.653846153846153,27.653846153846153,1.08,3,5,4,12,3192.59,"Big spender, low frequency - upsell events"
C01070,2026-03-28,2024-10-02,22,86166.44,3,545,25.952380952380953,25.952380952380953,0.12,5,3,4,12,3916.66,"Big spender, low frequency - upsell events"
C00148,2026-02-01,2024-05-09,17,86121.55,58,691,43.1875,43.1875,1.34,1,1,4,6,5065.97,"Big spender, low frequency - upsell events"
C00928,2026-03-25,2024-04-21,20,86095.18,6,709,37.31578947368421,37.31578947368421,0.16,5,2,4,11,4304.76,New - convert to second purchase
C02213,2026-02-28,2024-08-09,24,86039.16,31,599,26.043478260869566,26.043478260869566,1.19,3,4,4,11,3584.96,"Big spender, low frequency - upsell events"
C02482,2026-01-14,2024-05-04,22,86037.33,76,696,33.142857142857146,33.142857142857146,2.29,1,4,4,9,3910.79,"High value, overdue - call them"
C00715,2026-03-22,2024-06-12,25,85991.73999999999,9,657,27.375,27.375,0.33,4,4,4,12,3439.67,Champions - protect
C01263,2026-02-01,2024-04-20,23,85984.98,58,710,32.27272727272727,32.27272727272727,1.8,1,4,4,9,3738.48,Loyal but slipping - reactivate
C00193,2026-03-31,2024-04-02,21,85937.94,0,728,36.4,36.4,0.0,5,3,4,12,4092.28,"Big spender, low frequency - upsell events"
C00129,2026-03-15,2024-04-02,26,85801.77,16,728,29.12,29.12,0.55,4,5,4,13,3300.07,Champions - protect
C01707,2026-03-30,2024-04-17,21,85776.24,1,713,35.65,35.65,0.03,5,3,4,12,4084.58,"Big spender, low frequency - upsell events"
C00620,2026-03-15,2024-04-11,25,85704.09999999999,16,719,29.958333333333332,29.958333333333332,0.53,4,4,4,12,3428.16,Champions - protect
C00927,2026-03-28,2024-05-16,24,85679.88,3,684,29.73913043478261,29.73913043478261,0.1,5,4,4,13,3570.0,Champions - protect
C02551,2026-03-19,2024-04-13,23,85640.26,12,717,32.59090909090909,32.59090909090909,0.37,4,4,4,12,3723.49,Champions - protect
C00897,2026-03-27,2024-07-30,19,85546.8,4,609,33.833333333333336,33.833333333333336,0.12,5,2,4,11,4502.46,New - convert to second purchase
C01076,2026-03-10,2024-04-14,25,85522.13,21,716,29.833333333333332,29.833333333333332,0.7,3,4,4,11,3420.89,"Big spender, low frequency - upsell events"
C00750,2026-03-20,2024-04-21,20,85464.65,11,709,37.31578947368421,37.31578947368421,0.29,4,2,4,10,4273.23,New - convert to second purchase
C00789,2026-03-24,2024-06-08,20,85432.81000000001,7,661,34.78947368421053,34.78947368421053,0.2,4,2,4,10,4271.64,New - convert to second purchase
C01888,2026-01-31,2024-08-04,28,85428.13,59,604,22.37037037037037,22.37037037037037,2.64,1,5,4,10,3051.0,"High value, overdue - call them"
C01816,2026-03-31,2024-04-19,26,85404.85,0,711,28.44,28.44,0.0,5,5,4,14,3284.8,Champions - protect
C02370,2026-02-16,2024-05-28,14,85389.3,43,672,51.69230769230769,51.69230769230769,0.83,2,1,4,7,6099.24,"Big spender, low frequency - upsell events"
C01460,2026-02-15,2024-05-03,18,85361.03,44,697,41.0,41.0,1.07,2,2,4,8,4742.28,"Big spender, low frequency - upsell events"
C02412,2026-02-23,2024-09-23,19,85332.03,36,554,30.77777777777778,30.77777777777778,1.17,2,2,4,8,4491.16,"Big spender, low frequency - upsell events"
C01577,2026-01-27,2024-05-02,20,85289.23,63,698,36.73684210526316,36.73684210526316,1.71,1,2,4,7,4264.46,"Big spender, low frequency - upsell events"
C00346,2026-03-28,2024-05-02,27,85273.46,3,698,26.846153846153847,26.846153846153847,0.11,5,5,4,14,3158.28,Champions - protect
C00171,2026-03-14,2024-04-12,25,85109.6,17,718,29.916666666666668,29.916666666666668,0.57,3,4,4,11,3404.38,"Big spender, low frequency - upsell events"
C02336,2026-02-16,2024-04-17,29,84965.15,43,713,25.464285714285715,25.464285714285715,1.69,2,5,4,11,2929.83,Loyal but slipping - reactivate
C00941,2026-03-29,2024-06-06,19,84963.82,2,663,36.833333333333336,36.833333333333336,0.05,5,2,4,11,4471.78,New - convert to second purchase
C01550,2026-03-11,2024-05-07,24,84948.39,20,693,30.130434782608695,30.130434782608695,0.66,3,4,4,11,3539.52,"Big spender, low frequency - upsell events"
C00353,2026-02-05,2024-04-06,22,84878.67,54,724,34.476190476190474,34.476190476190474,1.57,2,3,4,9,3858.12,"Big spender, low frequency - upsell events"
C00934,2026-03-05,2024-04-28,25,84871.26000000001,26,702,29.25,29.25,0.89,3,4,4,11,3394.85,"Big spender, low frequency - upsell events"
C02314,2026-02-18,2024-04-04,24,84855.64,41,726,31.565217391304348,31.565217391304348,1.3,2,4,4,10,3535.65,Loyal but slipping - reactivate
C00290,2026-03-13,2024-05-10,27,84796.48,18,690,26.53846153846154,26.53846153846154,0.68,3,5,4,12,3140.61,"Big spender, low frequency - upsell events"
C02442,2026-03-29,2024-04-19,22,84742.59999999999,2,711,33.857142857142854,33.857142857142854,0.06,5,4,4,13,3851.94,Champions - protect
C00903,2026-02-15,2024-05-10,21,84733.13,44,690,34.5,34.5,1.28,2,3,4,9,4034.91,"Big spender, low frequency - upsell events"
C02411,2026-02-06,2024-07-17,24,84729.56,53,622,27.043478260869566,27.043478260869566,1.96,2,4,4,10,3530.4,Loyal but slipping - reactivate
C01832,2026-03-29,2024-04-07,21,84718.6,2,723,36.15,36.15,0.06,5,3,4,12,4034.22,"Big spender, low frequency - upsell events"
C01739,2026-03-29,2024-04-14,21,84672.43000000001,2,716,35.8,35.8,0.06,5,3,4,12,4032.02,"Big spender, low frequency - upsell events"
C00059,2026-03-21,2024-04-17,22,84608.19,10,713,33.95238095238095,33.95238095238095,0.29,4,3,4,11,3845.83,"Big spender, low frequency - upsell events"
C01558,2026-03-02,2024-04-25,17,84576.18000000001,29,705,44.0625,44.0625,0.66,3,1,4,8,4975.07,"Big spender, low frequency - upsell events"
C00844,2026-03-28,2024-05-08,25,84574.06999999999,3,692,28.833333333333332,28.833333333333332,0.1,5,4,4,13,3382.96,Champions - protect
C01874,2026-01-23,2024-06-20,22,84555.36,67,649,30.904761904761905,30.904761904761905,2.17,1,3,4,8,3843.43,"High value, overdue - call them"
C02578,2026-02-26,2024-04-03,21,84509.66,33,727,36.35,36.35,0.91,2,3,4,9,4024.27,"Big spender, low frequency - upsell events"
C02410,2026-03-29,2024-04-05,27,84457.77,2,725,27.884615384615383,27.884615384615383,0.07,5,5,4,14,3128.07,Champions - protect
C01153,2026-02-18,2024-04-04,22,84445.47,41,726,34.57142857142857,34.57142857142857,1.19,2,3,4,9,3838.43,"Big spender, low frequency - upsell events"
C01652,2026-03-23,2024-05-08,17,84440.0,8,692,43.25,43.25,0.18,4,1,4,9,4967.06,New - convert to second purchase
C02587,2026-02-27,2024-05-06,22,84420.32,32,694,33.04761904761905,33.04761904761905,0.97,2,4,4,10,3837.29,Loyal but slipping - reactivate
C00338,2026-01-29,2024-04-20,26,84419.06999999999,61,710,28.4,28.4,2.15,1,5,4,10,3246.89,"High value, overdue - call them"
C00919,2026-03-28,2024-04-18,30,84366.16,3,712,24.551724137931036,24.551724137931036,0.12,5,5,4,14,2812.21,Champions - protect
C00575,2026-03-22,2024-05-01,24,84362.23,9,699,30.391304347826086,30.391304347826086,0.3,4,4,4,12,3515.09,Champions - protect
C02078,2026-03-29,2024-04-28,20,84332.2,2,702,36.94736842105263,36.94736842105263,0.05,5,3,4,12,4216.61,"Big spender, low frequency - upsell events"
C02186,2026-02-27,2024-04-10,25,84316.33,32,720,30.0,30.0,1.07,2,5,4,11,3372.65,Loyal but slipping - reactivate
C02150,2026-03-13,2024-04-29,22,84302.51,18,701,33.38095238095238,33.38095238095238,0.54,3,4,4,11,3831.93,"Big spender, low frequency - upsell events"
C01751,2026-02-24,2024-04-20,20,84287.04,35,710,37.36842105263158,37.36842105263158,0.94,2,3,4,9,4214.35,"Big spender, low frequency - upsell events"
C01071,2026-03-14,2024-04-12,22,84273.94,17,718,34.19047619047619,34.19047619047619,0.5,3,3,4,10,3830.63,"Big spender, low frequency - upsell events"
C01803,2026-03-28,2024-04-14,22,84246.99,3,716,34.095238095238095,34.095238095238095,0.09,5,3,4,12,3829.41,"Big spender, low frequency - upsell events"
C01463,2026-01-25,2024-04-25,20,84241.08,65,705,37.10526315789474,37.10526315789474,1.75,1,2,4,7,4212.05,"Big spender, low frequency - upsell events"
C01133,2026-03-14,2024-04-07,27,84231.15,17,723,27.807692307692307,27.807692307692307,0.61,3,5,4,12,3119.67,"Big spender, low frequency - upsell events"
C00519,2026-03-21,2024-05-15,23,84204.7,10,685,31.136363636363637,31.136363636363637,0.32,4,4,4,12,3661.07,Champions - protect
C01527,2026-01-16,2024-04-08,23,84164.89,74,722,32.81818181818182,32.81818181818182,2.25,1,4,4,9,3659.34,"High value, overdue - call them"
C01945,2026-03-15,2024-04-13,23,84104.95,16,717,32.59090909090909,32.59090909090909,0.49,4,4,4,12,3656.74,Champions - protect
C01473,2026-01-06,2024-04-14,28,84077.43,84,716,26.51851851851852,26.51851851851852,3.17,1,5,4,10,3002.77,"High value, overdue - call them"
C02372,2026-02-14,2024-04-15,30,83941.68000000001,45,715,24.655172413793103,24.655172413793103,1.83,2,5,4,11,2798.06,Loyal but slipping - reactivate
C01757,2026-02-18,2024-04-27,24,83930.2,41,703,30.565217391304348,30.565217391304348,1.34,2,4,4,10,3497.09,Loyal but slipping - reactivate
C01684,2026-02-28,2024-11-02,18,83874.55,31,514,30.235294117647058,30.235294117647058,1.03,3,2,4,9,4659.7,"Big spender, low frequency - upsell events"
C02105,2026-02-26,2024-04-07,19,83832.67,33,723,40.166666666666664,40.166666666666664,0.82,2,2,4,8,4412.25,"Big spender, low frequency - upsell events"
C01509,2026-03-15,2024-05-11,19,83790.94,16,689,38.27777777777778,38.27777777777778,0.42,4,2,4,10,4410.05,New - convert to second purchase
C00158,2025-12-20,2024-04-20,21,83753.3,101,710,35.5,35.5,2.85,1,3,4,8,3988.25,"High value, overdue - call them"
C00249,2026-03-29,2024-04-04,21,83736.36,2,726,36.3,36.3,0.06,5,3,4,12,3987.45,"Big spender, low frequency - upsell events"
C01679,2026-03-20,2024-07-07,18,83573.72,11,632,37.1764705882353,37.1764705882353,0.3,4,2,4,10,4642.98,New - convert to second purchase
C02211,2026-03-22,2024-04-14,24,83378.31,9,716,31.130434782608695,31.130434782608695,0.29,4,4,4,12,3474.1,Champions - protect
C01141,2026-02-28,2024-05-10,25,83322.5,31,690,28.75,28.75,1.08,2,4,4,10,3332.9,Loyal but slipping - reactivate
C02491,2026-02-27,2024-04-14,19,83322.4,32,716,39.77777777777778,39.77777777777778,0.8,2,2,4,8,4385.39,"Big spender, low frequency - upsell events"
C00682,2026-02-14,2024-04-12,23,83300.01,45,718,32.63636363636363,32.63636363636363,1.38,2,4,4,10,3621.74,Loyal but slipping - reactivate
C01661,2026-03-21,2024-05-04,23,83232.0,10,696,31.636363636363637,31.636363636363637,0.32,4,4,4,12,3618.78,Champions - protect
C01938,2026-02-19,2024-04-12,34,82994.64,40,718,21.757575757575758,21.757575757575758,1.84,2,5,4,11,2441.02,Loyal but slipping - reactivate
C00081,2026-02-28,2024-04-01,25,82823.13,31,729,30.375,30.375,1.02,2,4,4,10,3312.93,Loyal but slipping - reactivate
C01831,2026-03-21,2024-04-06,22,82807.19,10,724,34.476190476190474,34.476190476190474,0.29,4,3,4,11,3763.96,"Big spender, low frequency - upsell events"
C01313,2026-03-14,2024-04-02,25,82798.49,17,728,30.333333333333332,30.333333333333332,0.56,3,4,4,11,3311.94,"Big spender, low frequency - upsell events"
C01410,2026-02-05,2024-07-04,17,82794.4,54,635,39.6875,39.6875,1.36,2,1,4,7,4870.26,"Big spender, low frequency - upsell events"
C01622,2026-02-11,2024-04-08,23,82778.4,48,722,32.81818181818182,32.81818181818182,1.46,2,4,4,10,3599.06,Loyal but slipping - reactivate
C01003,2026-03-19,2024-04-13,22,82775.81,12,717,34.142857142857146,34.142857142857146,0.35,4,3,4,11,3762.54,"Big spender, low frequency - upsell events"
C01440,2026-03-27,2024-04-20,28,82727.79000000001,4,710,26.296296296296298,26.296296296296298,0.15,5,5,4,14,2954.56,Champions - protect
C02366,2026-01-31,2024-06-12,22,82725.76,59,657,31.285714285714285,31.285714285714285,1.89,1,4,4,9,3760.26,Loyal but slipping - reactivate
C00321,2026-03-19,2024-04-10,22,82725.73,12,720,34.285714285714285,34.285714285714285,0.35,4,3,4,11,3760.26,"Big spender, low frequency - upsell events"
C00980,2026-02-19,2024-07-03,24,82723.0,40,636,27.652173913043477,27.652173913043477,1.45,2,4,4,10,3446.79,Loyal but slipping - reactivate
C00260,2026-03-19,2024-05-21,23,82706.73,12,679,30.863636363636363,30.863636363636363,0.39,4,4,4,12,3595.94,Champions - protect
C00724,2026-02-28,2024-04-04,27,82674.67,31,726,27.923076923076923,27.923076923076923,1.11,2,5,4,11,3062.02,Loyal but slipping - reactivate
C01794,2026-03-27,2024-05-15,27,82661.8,4,685,26.346153846153847,26.346153846153847,0.15,5,5,4,14,3061.55,Champions - protect
C01145,2026-01-25,2024-04-03,23,82631.70999999999,65,727,33.04545454545455,33.04545454545455,1.97,1,4,4,9,3592.68,Loyal but slipping - reactivate
C02589,2026-03-11,2024-04-29,15,82622.86,20,701,50.07142857142857,50.07142857142857,0.4,3,1,4,8,5508.19,"Big spender, low frequency - upsell events"
C01455,2026-03-28,2024-09-01,19,82610.4,3,576,32.0,32.0,0.09,5,2,4,11,4347.92,New - convert to second purchase
C00765,2026-02-01,2024-04-28,22,82595.25,58,702,33.42857142857143,33.42857142857143,1.74,1,3,4,8,3754.33,"Big spender, low frequency - upsell events"
C00205,2026-02-18,2024-04-18,28,82577.14,41,712,26.37037037037037,26.37037037037037,1.55,2,5,4,11,2949.18,Loyal but slipping - reactivate
C00230,2026-03-11,2024-04-13,24,82522.71,20,717,31.17391304347826,31.17391304347826,0.64,3,4,4,11,3438.45,"Big spender, low frequency - upsell events"
C01123,2026-02-28,2024-04-05,19,82421.5,31,725,40.27777777777778,40.27777777777778,0.77,2,2,4,8,4337.97,"Big spender, low frequency - upsell events"
C00110,2026-02-12,2024-04-13,17,82386.95,47,717,44.8125,44.8125,1.05,2,1,4,7,4846.29,"Big spender, low frequency - upsell events"
C01637,2026-01-30,2024-04-14,18,82339.81,60,716,42.11764705882353,42.11764705882353,1.42,1,2,4,7,4574.43,"Big spender, low frequency - upsell events"
C00114,2026-03-25,2024-04-13,28,82323.67,6,717,26.555555555555557,26.555555555555557,0.23,5,5,4,14,2940.13,Champions - protect
C02553,2026-02-21,2024-05-01,23,82308.68000000001,38,699,31.772727272727273,31.772727272727273,1.2,2,4,4,10,3578.64,Loyal but slipping - reactivate
C02235,2026-01-28,2024-04-04,21,82251.88,62,726,36.3,36.3,1.71,1,3,4,8,3916.76,"Big spender, low frequency - upsell events"
C01027,2026-03-23,2024-04-02,23,82215.43,8,728,33.09090909090909,33.09090909090909,0.24,4,4,4,12,3574.58,Champions - protect
C01729,2026-02-27,2024-04-04,22,82151.02,32,726,34.57142857142857,34.57142857142857,0.93,2,3,4,9,3734.14,"Big spender, low frequency - upsell events"
C01451,2026-02-15,2024-04-06,22,82134.81,44,724,34.476190476190474,34.476190476190474,1.28,2,3,4,9,3733.4,"Big spender, low frequency - upsell events"
C00508,2026-02-12,2024-05-08,29,82124.52,47,692,24.714285714285715,24.714285714285715,1.9,2,5,4,11,2831.88,Loyal but slipping - reactivate
C00581,2026-03-03,2024-04-15,23,82122.98,28,715,32.5,32.5,0.86,3,4,4,11,3570.56,"Big spender, low frequency - upsell events"
C01669,2026-01-03,2024-06-26,16,82089.53,87,643,42.86666666666667,42.86666666666667,2.03,1,1,4,6,5130.6,"High value, overdue - call them"
C01963,2026-03-20,2024-04-10,29,82066.63,11,720,25.714285714285715,25.714285714285715,0.43,4,5,4,13,2829.88,Champions - protect
C01146,2026-03-30,2024-04-27,26,82045.17,1,703,28.12,28.12,0.04,5,5,4,14,3155.58,Champions - protect
C00392,2026-03-29,2024-04-26,22,81998.45000000001,2,704,33.523809523809526,33.523809523809526,0.06,5,3,4,12,3727.2,"Big spender, low frequency - upsell events"
C01340,2026-02-22,2024-07-14,17,81988.43000000001,37,625,39.0625,39.0625,0.95,2,1,4,7,4822.85,"Big spender, low frequency - upsell events"
C01121,2026-03-28,2024-04-30,25,81958.8,3,700,29.166666666666668,29.166666666666668,0.1,5,4,4,13,3278.35,Champions - protect
C01879,2026-02-15,2024-04-17,22,81868.70999999999,44,713,33.95238095238095,33.95238095238095,1.3,2,3,4,9,3721.3,"Big spender, low frequency - upsell events"
C00734,2026-03-29,2024-05-28,29,81673.83,2,672,24.0,24.0,0.08,5,5,4,14,2816.34,Champions - protect
C01820,2026-03-28,2024-06-09,24,81613.7,3,660,28.695652173913043,28.695652173913043,0.1,5,4,4,13,3400.57,Champions - protect
C02476,2026-03-29,2024-04-20,22,81575.3,2,710,33.80952380952381,33.80952380952381,0.06,5,4,4,13,3707.97,Champions - protect
C00215,2026-03-14,2024-04-19,27,81552.56,17,711,27.346153846153847,27.346153846153847,0.62,3,5,4,12,3020.47,"Big spender, low frequency - upsell events"
C01431,2026-03-22,2024-04-05,21,81540.0,9,725,36.25,36.25,0.25,4,3,4,11,3882.86,"Big spender, low frequency - upsell events"
C01376,2026-03-15,2024-04-13,24,81499.16,16,717,31.17391304347826,31.17391304347826,0.51,4,4,4,12,3395.8,Champions - protect
C01080,2026-03-24,2024-04-06,23,81498.47,7,724,32.90909090909091,32.90909090909091,0.21,4,4,4,12,3543.41,Champions - protect
C00039,2026-03-26,2024-04-04,20,81478.28,5,726,38.21052631578947,38.21052631578947,0.13,5,2,4,11,4073.91,New - convert to second purchase
C01002,2026-02-22,2024-04-11,24,81462.54,37,719,31.26086956521739,31.26086956521739,1.18,2,4,4,10,3394.27,Loyal but slipping - reactivate
C00797,2026-02-01,2024-04-03,24,81454.61,58,727,31.608695652173914,31.608695652173914,1.83,1,4,4,9,3393.94,Loyal but slipping - reactivate
C00289,2026-03-31,2024-07-04,31,81450.4,0,635,21.166666666666668,21.166666666666668,0.0,5,5,4,14,2627.43,Champions - protect
C00513,2026-02-19,2024-04-29,22,81420.55,40,701,33.38095238095238,33.38095238095238,1.2,2,3,4,9,3700.93,"Big spender, low frequency - upsell events"
C02077,2026-03-22,2024-04-14,21,81389.69,9,716,35.8,35.8,0.25,4,3,4,11,3875.7,"Big spender, low frequency - upsell events"
C01118,2026-02-25,2024-05-20,16,81360.77,34,680,45.333333333333336,45.333333333333336,0.75,2,1,4,7,5085.05,"Big spender, low frequency - upsell events"
C00998,2026-02-20,2024-05-11,20,81313.91,39,689,36.26315789473684,36.26315789473684,1.08,2,2,4,8,4065.7,"Big spender, low frequency - upsell events"
C01521,2026-01-25,2024-05-19,23,81309.19,65,681,30.954545454545453,30.954545454545453,2.1,1,4,4,9,3535.18,"High value, overdue - call them"
C01365,2026-01-21,2024-06-10,20,81251.91,69,659,34.68421052631579,34.68421052631579,1.99,1,2,4,7,4062.6,"Big spender, low frequency - upsell events"
C01880,2026-03-29,2024-04-15,19,81245.7,2,715,39.72222222222222,39.72222222222222,0.05,5,2,4,11,4276.09,New - convert to second purchase
C00646,2026-03-26,2024-04-01,33,81216.51,5,729,22.78125,22.78125,0.22,5,5,4,14,2461.11,Champions - protect
C02252,2026-02-21,2024-04-21,20,81116.06999999999,38,709,37.31578947368421,37.31578947368421,1.02,2,3,4,9,4055.8,"Big spender, low frequency - upsell events"
C01064,2026-03-15,2024-04-12,31,81030.34,16,718,23.933333333333334,23.933333333333334,0.67,4,5,4,13,2613.88,Champions - protect
C00631,2026-03-21,2024-04-14,26,80994.35,10,716,28.64,28.64,0.35,4,5,4,13,3115.17,Champions - protect
C01264,2026-02-05,2024-04-05,26,80951.66,54,725,29.0,29.0,1.86,2,5,4,11,3113.53,Loyal but slipping - reactivate
C00839,2026-02-24,2024-04-08,30,80948.54,35,722,24.896551724137932,24.896551724137932,1.41,2,5,4,11,2698.28,Loyal but slipping - reactivate
C01692,2026-02-16,2024-05-10,17,80900.37000000001,43,690,43.125,43.125,1.0,2,1,4,7,4758.85,"Big spender, low frequency - upsell events"
C01283,2026-03-26,2024-05-13,22,80822.97,5,687,32.714285714285715,32.714285714285715,0.15,5,3,4,12,3673.77,"Big spender, low frequency - upsell events"
C00624,2026-02-12,2024-04-18,19,80817.58,47,712,39.55555555555556,39.55555555555556,1.19,2,2,4,8,4253.56,"Big spender, low frequency - upsell events"
C01867,2026-03-24,2024-05-02,25,80815.31,7,698,29.083333333333332,29.083333333333332,0.24,5,5,4,14,3232.61,Champions - protect
C02086,2026-01-03,2024-04-27,30,80776.74,87,703,24.24137931034483,24.24137931034483,3.59,1,5,4,10,2692.56,"High value, overdue - call them"
C02082,2026-03-08,2024-04-19,26,80673.52,23,711,28.44,28.44,0.81,3,5,4,12,3102.83,"Big spender, low frequency - upsell events"
C00865,2026-03-15,2024-07-07,15,80608.32,16,632,45.142857142857146,45.142857142857146,0.35,4,1,4,9,5373.89,New - convert to second purchase
